Item_Identifier,level_1,Item_Weight
FDL04,3,19.0
FDL04,4,19.0
FDL04,5,19.0
FDL04,6,
FDL04,7,19.0
FDL04,8,19.0
FDL08,0,10.8
FDL08,1,10.8
FDL08,2,10.8
FDL08,3,10.8
FDL08,4,10.8
FDL08,5,
FDL08,6,10.8
FDL08,7,10.8
FDL09,0,
FDL09,1,19.6
FDL09,2,19.6
FDL09,3,19.6
FDL09,4,19.6
FDL09,5,
FDL09,6,19.6
FDL09,7,19.6
FDL09,8,19.6
FDL09,9,19.6
FDL10,0,8.395
FDL10,1,8.395
FDL10,2,8.395
FDL10,3,8.395
FDL10,4,8.395
FDL10,5,8.395
FDL10,6,
FDL10,7,8.395
FDL12,0,15.85
FDL12,1,15.85
FDL12,2,
FDL12,3,
FDL12,4,15.85
FDL12,5,15.85
FDL12,6,15.85
FDL12,7,15.85
FDL12,8,15.85
FDL12,9,15.85
FDL13,0,
FDL13,1,13.85
FDL13,2,13.85
FDL13,3,13.85
FDL13,4,13.85
FDL13,5,13.85
FDL13,6,13.85
FDL13,7,
FDL13,8,13.85
FDL13,9,13.85
FDL14,0,8.115
FDL14,1,8.115
FDL14,2,8.115
FDL14,3,8.115
FDL14,4,8.115
FDL14,5,
FDL14,6,8.115
FDL14,7,8.115
FDL14,8,8.115
FDL14,9,
FDL15,0,17.85
FDL15,1,
FDL15,2,17.85
FDL15,3,
FDL15,4,17.85
FDL15,5,17.85
FDL15,6,17.85
FDL15,7,17.85
FDL15,8,17.85
FDL15,9,17.85
FDL16,0,
FDL16,1,12.85
FDL16,2,12.85
FDL16,3,12.85
FDL16,4,12.85
FDL16,5,
FDL16,6,12.85
FDL16,7,12.85
FDL16,8,12.85
FDL16,9,12.85
FDL20,0,17.1
FDL20,1,17.1
FDL20,2,
FDL20,3,17.1
FDL20,4,
FDL20,5,17.1
FDL20,6,17.1
FDL20,7,17.1
FDL20,8,17.1
FDL21,0,15.85
FDL21,1,15.85
FDL21,2,15.85
FDL21,3,
FDL21,4,15.85
FDL21,5,15.85
FDL21,6,
FDL21,7,15.85
FDL21,8,15.85
FDL22,0,16.85
FDL22,1,16.85
FDL22,2,16.85
FDL22,3,16.85
FDL22,4,16.85
FDL22,5,16.85
FDL22,6,
FDL22,7,
FDL22,8,16.85
FDL24,0,
FDL24,1,10.3
FDL24,2,10.3
FDL24,3,10.3
FDL24,4,10.3
FDL24,5,10.3
FDL24,6,10.3
FDL24,7,10.3
FDL25,0,6.92
FDL25,1,6.92
FDL25,2,6.92
FDL25,3,6.92
FDL25,4,
FDL25,5,6.92
FDL25,6,6.92
FDL25,7,6.92
FDL26,0,18.0
FDL26,1,
FDL26,2,18.0
FDL26,3,18.0
FDL26,4,18.0
FDL26,5,18.0
FDL26,6,18.0
FDL26,7,18.0
FDL26,8,18.0
FDL27,0,6.17
FDL27,1,6.17
FDL27,2,6.17
FDL27,3,6.17
FDL27,4,6.17
FDL27,5,6.17
FDL27,6,
FDL27,7,6.17
FDL27,8,6.17
FDL28,0,10.0
FDL28,1,10.0
FDL28,2,
FDL28,3,
FDL28,4,10.0
FDL28,5,10.0
FDL28,6,10.0
FDL28,7,10.0
FDL32,0,15.7
FDL32,1,15.7
FDL32,2,15.7
FDL32,3,15.7
FDL32,4,
FDL32,5,15.7
FDL32,6,15.7
FDL32,7,15.7
FDL32,8,
FDL33,0,7.235
FDL33,1,7.235
FDL33,2,
FDL33,3,7.235
FDL33,4,7.235
FDL33,5,7.235
FDL33,6,7.235
FDL33,7,7.235
FDL33,8,7.235
FDL34,0,16.0
FDL34,1,16.0
FDL34,2,16.0
FDL34,3,16.0
FDL34,4,16.0
FDL34,5,
FDL34,6,16.0
FDL34,7,16.0
FDL36,0,15.1
FDL36,1,15.1
FDL36,2,
FDL36,3,15.1
FDL36,4,
FDL36,5,15.1
FDL36,6,15.1
FDL36,7,15.1
FDL36,8,15.1
FDL36,9,15.1
FDL38,0,
FDL38,1,13.8
FDL38,2,
FDL38,3,13.8
FDL38,4,13.8
FDL38,5,13.8
FDL38,6,13.8
FDL38,7,13.8
FDL38,8,13.8
FDL38,9,13.8
FDL39,0,16.1
FDL39,1,16.1
FDL39,2,16.1
FDL39,3,
FDL39,4,16.1
FDL39,5,16.1
FDL39,6,16.1
FDL39,7,
FDL39,8,16.1
FDL39,9,16.1
FDL40,0,17.7
FDL40,1,17.7
FDL40,2,17.7
FDL40,3,
FDL40,4,17.7
FDL40,5,17.7
FDL40,6,
FDL40,7,17.7
FDL40,8,17.7
FDL40,9,17.7
FDL43,0,10.1
FDL43,1,10.1
FDL43,2,10.1
FDL43,3,10.1
FDL43,4,10.1
FDL43,5,
FDL43,6,10.1
FDL43,7,10.1
FDL43,8,
FDL44,0,18.25
FDL44,1,18.25
FDL44,2,
FDL44,3,18.25
FDL44,4,18.25
FDL44,5,
FDL44,6,18.25
FDL44,7,18.25
FDL44,8,18.25
FDL45,0,15.6
FDL45,1,15.6
FDL45,2,15.6
FDL45,3,
FDL45,4,15.6
FDL45,5,15.6
FDL45,6,15.6
FDL45,7,15.6
FDL45,8,
FDL45,9,15.6
FDL46,0,
FDL46,1,20.35
FDL46,2,20.35
FDL46,3,20.35
FDL46,4,20.35
FDL46,5,20.35
FDL46,6,20.35
FDL46,7,20.35
FDL46,8,20.35
FDL46,9,
FDL48,0,19.35
FDL48,1,19.35
FDL48,2,19.35
FDL48,3,19.35
FDL48,4,19.35
FDL48,5,
FDL48,6,19.35
FDL48,7,19.35
FDL48,8,19.35
FDL50,0,12.15
FDL50,1,12.15
FDL50,2,12.15
FDL50,3,12.15
FDL50,4,12.15
FDL50,5,12.15
FDL50,6,
FDL51,0,20.7
FDL51,1,20.7
FDL51,2,20.7
FDL51,3,20.7
FDL51,4,20.7
FDL51,5,20.7
FDL51,6,20.7
FDL51,7,
FDL51,8,
FDL52,0,6.635
FDL52,1,6.635
FDL52,2,6.635
FDL52,3,6.635
FDL52,4,
FDL52,5,6.635
FDL52,6,
FDL52,7,6.635
FDL52,8,6.635
FDL52,9,6.635
FDL56,0,14.1
FDL56,1,
FDL56,2,14.1
FDL56,3,14.1
FDL56,4,
FDL56,5,14.1
FDL56,6,14.1
FDL56,7,14.1
FDL56,8,14.1
FDL57,0,15.1
FDL57,1,
FDL57,2,15.1
FDL57,3,15.1
FDL57,4,15.1
FDL57,5,15.1
FDL57,6,15.1
FDL57,7,15.1
FDL57,8,
FDL58,0,5.78
FDL58,1,5.78
FDL58,2,5.78
FDL58,3,5.78
FDL58,4,5.78
FDL58,5,5.78
FDL58,6,5.78
FDL58,7,5.78
FDL58,8,
FDL58,9,
FDM01,0,7.895
FDM01,1,7.895
FDM01,2,7.895
FDM01,3,7.895
FDM01,4,
FDM01,5,7.895
FDM01,6,7.895
FDM01,7,7.895
FDM02,0,12.5
FDM02,1,12.5
FDM02,2,12.5
FDM02,3,12.5
FDM02,4,12.5
FDM02,5,
FDM02,6,12.5
FDM02,7,12.5
FDM02,8,12.5
FDM03,0,12.65
FDM03,1,12.65
FDM03,2,12.65
FDM03,3,
FDM03,4,12.65
FDM03,5,12.65
FDM03,6,12.65
FDM03,7,12.65
FDM04,0,9.195
FDM04,1,9.195
FDM04,2,9.195
FDM04,3,9.195
FDM04,4,9.195
FDM04,5,9.195
FDM04,6,
FDM04,7,9.195
FDM04,8,
FDM08,0,10.1
FDM08,1,10.1
FDM08,2,10.1
FDM08,3,10.1
FDM08,4,10.1
FDM08,5,10.1
FDM08,6,10.1
FDM08,7,
FDM08,8,10.1
FDM09,0,11.15
FDM09,1,11.15
FDM09,2,11.15
FDM09,3,11.15
FDM09,4,
FDM09,5,
FDM09,6,11.15
FDM09,7,11.15
FDM09,8,11.15
FDM09,9,11.15
FDM10,0,18.25
FDM10,1,18.25
FDM10,2,18.25
FDM10,3,18.25
FDM10,4,
FDM10,5,18.25
FDM10,6,18.25
FDM12,0,16.7
FDM12,1,16.7
FDM12,2,16.7
FDM12,3,16.7
FDM12,4,16.7
FDM12,5,
FDM12,6,16.7
FDM12,7,16.7
FDM12,8,
FDM12,9,16.7
FDM13,0,6.425
FDM13,1,6.425
FDM13,2,6.425
FDM13,3,6.425
FDM13,4,6.425
FDM13,5,
FDM13,6,6.425
FDM13,7,6.425
FDM13,8,6.425
FDM14,0,13.8
FDM14,1,
FDM14,2,13.8
FDM14,3,13.8
FDM14,4,13.8
FDM14,5,13.8
FDM14,6,13.8
FDM14,7,13.8
FDM15,0,11.8
FDM15,1,11.8
FDM15,2,
FDM15,3,11.8
FDM15,4,11.8
FDM15,5,11.8
FDM15,6,11.8
FDM15,7,
FDM15,8,11.8
FDM16,0,8.155
FDM16,1,8.155
FDM16,2,8.155
FDM16,3,8.155
FDM16,4,8.155
FDM16,5,8.155
FDM16,6,
FDM16,7,8.155
FDM20,0,10.0
FDM20,1,10.0
FDM20,2,
FDM20,3,10.0
FDM20,4,10.0
FDM20,5,10.0
FDM20,6,10.0
FDM20,7,10.0
FDM20,8,10.0
FDM20,9,
FDM21,0,
FDM21,1,20.2
FDM21,2,20.2
FDM21,3,20.2
FDM21,4,20.2
FDM21,5,20.2
FDM21,6,20.2
FDM21,7,20.2
FDM21,8,
FDM22,0,14.0
FDM22,1,14.0
FDM22,2,
FDM22,3,
FDM22,4,14.0
FDM22,5,14.0
FDM22,6,14.0
FDM22,7,14.0
FDM22,8,14.0
FDM22,9,14.0
FDM24,0,6.135
FDM24,1,6.135
FDM24,2,6.135
FDM24,3,6.135
FDM24,4,
FDM24,5,6.135
FDM24,6,6.135
FDM24,7,6.135
FDM24,8,6.135
FDM25,0,
FDM25,1,10.695
FDM25,2,10.695
FDM25,3,10.695
FDM25,4,10.695
FDM25,5,10.695
FDM25,6,10.695
FDM25,7,10.695
FDM25,8,
FDM25,9,10.695
FDM27,0,
FDM27,1,12.35
FDM27,2,12.35
FDM27,3,
FDM27,4,12.35
FDM27,5,12.35
FDM27,6,12.35
FDM27,7,12.35
FDM27,8,12.35
FDM28,0,15.7
FDM28,1,15.7
FDM28,2,
FDM28,3,15.7
FDM28,4,15.7
FDM28,5,15.7
FDM28,6,15.7
FDM28,7,
FDM28,8,15.7
FDM28,9,15.7
FDM32,0,20.5
FDM32,1,20.5
FDM32,2,20.5
FDM32,3,20.5
FDM32,4,20.5
FDM32,5,20.5
FDM32,6,20.5
FDM32,7,20.5
FDM32,8,
FDM33,0,15.6
FDM33,1,15.6
FDM33,2,15.6
FDM33,3,15.6
FDM33,4,
FDM33,5,
FDM33,6,15.6
FDM33,7,15.6
FDM33,8,15.6
FDM34,0,19.0
FDM34,1,
FDM34,2,19.0
FDM34,3,19.0
FDM34,4,19.0
FDM34,5,
FDM34,6,19.0
FDM34,7,19.0
FDM34,8,19.0
FDM34,9,19.0
FDM36,0,
FDM36,1,11.65
FDM36,2,11.65
FDM36,3,11.65
FDM36,4,11.65
FDM36,5,11.65
FDM36,6,
FDM36,7,11.65
FDM36,8,11.65
FDM38,0,5.885
FDM38,1,5.885
FDM38,2,
FDM38,3,5.885
FDM38,4,5.885
FDM38,5,5.885
FDM38,6,5.885
FDM38,7,5.885
FDM39,0,6.42
FDM39,1,6.42
FDM39,2,6.42
FDM39,3,
FDM39,4,6.42
FDM39,5,6.42
FDM39,6,6.42
FDM39,7,6.42
FDM39,8,6.42
FDM39,9,
FDM40,0,10.195
FDM40,1,10.195
FDM40,2,10.195
FDM40,3,10.195
FDM40,4,10.195
FDM40,5,10.195
FDM40,6,
FDM40,7,10.195
FDM40,8,10.195
FDM44,0,12.5
FDM44,1,
FDM44,2,12.5
FDM44,3,12.5
FDM44,4,12.5
FDM44,5,12.5
FDM44,6,12.5
FDM44,7,12.5
FDM44,8,
FDM44,9,12.5
FDM45,0,8.655
FDM45,1,8.655
FDM45,2,8.655
FDM45,3,8.655
FDM45,4,8.655
FDM45,5,
FDM45,6,8.655
FDM45,7,8.655
FDM46,0,7.365
FDM46,1,7.365
FDM46,2,7.365
FDM46,3,7.365
FDM46,4,
FDM46,5,
FDM46,6,7.365
FDM46,7,7.365
FDM46,8,7.365
FDM46,9,7.365
FDM50,0,
FDM50,1,13.0
FDM50,2,13.0
FDM50,3,13.0
FDM50,4,13.0
FDM50,5,13.0
FDM50,6,13.0
FDM51,0,11.8
FDM51,1,11.8
FDM51,2,11.8
FDM51,3,11.8
FDM51,4,11.8
FDM51,5,11.8
FDM51,6,
FDM51,7,
FDM51,8,11.8
FDM51,9,11.8
FDM52,0,15.1
FDM52,1,15.1
FDM52,2,15.1
FDM52,3,15.1
FDM52,4,
FDM52,5,15.1
FDM52,6,15.1
FDM56,0,
FDM56,1,16.7
FDM56,2,
FDM56,3,16.7
FDM56,4,16.7
FDM56,5,16.7
FDM56,6,16.7
FDM56,7,16.7
FDM56,8,16.7
FDM56,9,16.7
FDM57,0,11.65
FDM57,1,11.65
FDM57,2,11.65
FDM57,3,11.65
FDM57,4,11.65
FDM57,5,11.65
FDM57,6,
FDM57,7,11.65
FDM57,8,
FDM58,0,16.85
FDM58,1,16.85
FDM58,2,16.85
FDM58,3,16.85
FDM58,4,
FDM58,5,16.85
FDM58,6,16.85
FDM58,7,16.85
FDM58,8,16.85
FDM60,0,10.8
FDM60,1,10.8
FDM60,2,10.8
FDM60,3,10.8
FDM60,4,10.8
FDM60,5,10.8
FDM60,6,
FDM60,7,10.8
FDM60,8,
FDM60,9,10.8
FDN01,0,8.895
FDN01,1,8.895
FDN01,2,
FDN01,3,8.895
FDN01,4,8.895
FDN01,5,8.895
FDN01,6,
FDN01,7,8.895
FDN01,8,8.895
FDN01,9,8.895
FDN02,0,16.5
FDN02,1,16.5
FDN02,2,
FDN02,3,16.5
FDN02,4,16.5
FDN02,5,16.5
FDN02,6,16.5
FDN02,7,16.5
FDN02,8,16.5
FDN03,0,9.8
FDN03,1,
FDN03,2,
FDN03,3,9.8
FDN03,4,9.8
FDN03,5,9.8
FDN03,6,9.8
FDN03,7,9.8
FDN03,8,9.8
FDN03,9,9.8
FDN04,0,11.8
FDN04,1,
FDN04,2,11.8
FDN04,3,11.8
FDN04,4,11.8
FDN04,5,11.8
FDN04,6,11.8
FDN04,7,11.8
FDN08,0,7.72
FDN08,1,7.72
FDN08,2,
FDN08,3,7.72
FDN08,4,7.72
FDN08,5,7.72
FDN08,6,7.72
FDN08,7,7.72
FDN08,8,7.72
FDN09,0,14.15
FDN09,1,14.15
FDN09,2,14.15
FDN09,3,
FDN09,4,14.15
FDN09,5,14.15
FDN09,6,14.15
FDN09,7,14.15
FDN09,8,14.15
FDN10,0,11.5
FDN10,1,11.5
FDN10,2,
FDN10,3,11.5
FDN10,4,11.5
FDN10,5,11.5
FDN10,6,11.5
FDN10,7,11.5
FDN10,8,
FDN12,0,
FDN12,1,15.6
FDN12,2,15.6
FDN12,3,15.6
FDN12,4,15.6
FDN12,5,15.6
FDN12,6,15.6
FDN12,7,15.6
FDN12,8,15.6
FDN13,0,18.6
FDN13,1,18.6
FDN13,2,
FDN13,3,18.6
FDN13,4,18.6
FDN13,5,18.6
FDN13,6,18.6
FDN13,7,
FDN13,8,18.6
FDN15,0,17.5
FDN15,1,17.5
FDN15,2,17.5
FDN15,3,17.5
FDN15,4,17.5
FDN15,5,
FDN15,6,
FDN15,7,17.5
FDN15,8,17.5
FDN15,9,17.5
FDN16,0,12.6
FDN16,1,12.6
FDN16,2,12.6
FDN16,3,12.6
FDN16,4,12.6
FDN16,5,
FDN16,6,12.6
FDN16,7,
FDN16,8,12.6
FDN20,0,19.35
FDN20,1,
FDN20,2,19.35
FDN20,3,19.35
FDN20,4,19.35
FDN20,5,19.35
FDN20,6,19.35
FDN20,7,19.35
FDN20,8,19.35
FDN21,0,
FDN21,1,18.6
FDN21,2,18.6
FDN21,3,
FDN21,4,18.6
FDN21,5,18.6
FDN21,6,18.6
FDN21,7,18.6
FDN21,8,18.6
FDN21,9,18.6
FDN22,0,18.85
FDN22,1,18.85
FDN22,2,18.85
FDN22,3,18.85
FDN22,4,18.85
FDN22,5,18.85
FDN22,6,18.85
FDN22,7,
FDN23,0,6.575
FDN23,1,6.575
FDN23,2,6.575
FDN23,3,6.575
FDN23,4,
FDN23,5,6.575
FDN23,6,6.575
FDN23,7,6.575
FDN24,0,14.1
FDN24,1,
FDN24,2,
FDN24,3,14.1
FDN24,4,14.1
FDN24,5,14.1
FDN24,6,14.1
FDN24,7,14.1
FDN24,8,14.1
FDN25,0,7.895
FDN25,1,7.895
FDN25,2,7.895
FDN25,3,
FDN25,4,7.895
FDN25,5,7.895
FDN25,6,7.895
FDN25,7,7.895
FDN25,8,
FDN27,0,20.85
FDN27,1,20.85
FDN27,2,
FDN27,3,20.85
FDN27,4,20.85
FDN27,5,20.85
FDN27,6,
FDN27,7,20.85
FDN27,8,20.85
FDN28,0,5.88
FDN28,1,5.88
FDN28,2,5.88
FDN28,3,5.88
FDN28,4,5.88
FDN28,5,5.88
FDN28,6,
FDN28,7,5.88
FDN31,0,11.5
FDN31,1,11.5
FDN31,2,11.5
FDN31,3,11.5
FDN31,4,11.5
FDN31,5,11.5
FDN31,6,11.5
FDN31,7,11.5
FDN31,8,
FDN32,0,17.5
FDN32,1,17.5
FDN32,2,
FDN32,3,17.5
FDN32,4,17.5
FDN32,5,
FDN32,6,17.5
FDN32,7,17.5
FDN32,8,17.5
FDN32,9,17.5
FDN33,0,6.305
FDN33,1,
FDN33,2,6.305
FDN33,3,6.305
FDN33,4,6.305
FDN33,5,6.305
FDN33,6,6.305
FDN33,7,6.305
FDN34,0,15.6
FDN34,1,15.6
FDN34,2,15.6
FDN34,3,
FDN34,4,15.6
FDN34,5,
FDN34,6,15.6
FDN34,7,15.6
FDN34,8,15.6
FDN38,0,6.615
FDN38,1,6.615
FDN38,2,6.615
FDN38,3,
FDN38,4,6.615
FDN38,5,6.615
FDN38,6,6.615
FDN38,7,6.615
FDN38,8,6.615
FDN38,9,
FDN39,0,
FDN39,1,19.35
FDN39,2,19.35
FDN39,3,19.35
FDN39,4,19.35
FDN39,5,19.35
FDN39,6,19.35
FDN39,7,19.35
FDN39,8,19.35
FDN40,0,5.88
FDN40,1,5.88
FDN40,2,5.88
FDN40,3,5.88
FDN40,4,5.88
FDN40,5,5.88
FDN40,6,5.88
FDN40,7,
FDN44,0,13.15
FDN44,1,13.15
FDN44,2,
FDN44,3,13.15
FDN44,4,13.15
FDN44,5,13.15
FDN44,6,13.15
FDN44,7,13.15
FDN45,0,19.35
FDN45,1,19.35
FDN45,2,19.35
FDN45,3,
FDN45,4,19.35
FDN45,5,19.35
FDN45,6,19.35
FDN45,7,19.35
FDN45,8,19.35
FDN46,0,7.21
FDN46,1,7.21
FDN46,2,7.21
FDN46,3,7.21
FDN46,4,7.21
FDN46,5,7.21
FDN46,6,7.21
FDN46,7,
FDN46,8,7.21
FDN48,0,
FDN48,1,
FDN48,2,13.35
FDN48,3,13.35
FDN48,4,13.35
FDN48,5,13.35
FDN48,6,13.35
FDN48,7,13.35
FDN48,8,13.35
FDN48,9,13.35
FDN49,0,17.25
FDN49,1,17.25
FDN49,2,17.25
FDN49,3,17.25
FDN49,4,17.25
FDN49,5,17.25
FDN49,6,
FDN49,7,17.25
FDN49,8,17.25
FDN50,0,16.85
FDN50,1,16.85
FDN50,2,
FDN50,3,16.85
FDN50,4,16.85
FDN50,5,
FDN50,6,16.85
FDN50,7,16.85
FDN50,8,16.85
FDN50,9,16.85
FDN51,0,17.85
FDN51,1,17.85
FDN51,2,17.85
FDN51,3,17.85
FDN51,4,17.85
FDN51,5,17.85
FDN51,6,
FDN51,7,17.85
FDN52,0,
FDN52,1,9.395
FDN52,2,9.395
FDN52,3,9.395
FDN52,4,9.395
FDN52,5,9.395
FDN52,6,9.395
FDN52,7,9.395
FDN52,8,9.395
FDN56,0,5.46
FDN56,1,5.46
FDN56,2,5.46
FDN56,3,5.46
FDN56,4,5.46
FDN56,5,
FDN56,6,5.46
FDN56,7,
FDN56,8,5.46
FDN56,9,5.46
FDN57,0,18.25
FDN57,1,18.25
FDN57,2,
FDN57,3,18.25
FDN57,4,18.25
FDN57,5,18.25
FDN57,6,
FDN57,7,18.25
FDN57,8,18.25
FDN58,0,
FDN58,1,13.8
FDN58,2,13.8
FDN58,3,13.8
FDN58,4,13.8
FDN58,5,13.8
FDN58,6,13.8
FDN58,7,13.8
FDN60,0,
FDN60,1,15.1
FDN60,2,15.1
FDN60,3,15.1
FDN60,4,15.1
FDN60,5,
FDN60,6,15.1
FDN60,7,15.1
FDN60,8,15.1
FDO01,0,
FDO01,1,21.1
FDO01,2,21.1
FDO01,3,21.1
FDO01,4,21.1
FDO01,5,
FDO01,6,21.1
FDO01,7,21.1
FDO01,8,21.1
FDO01,9,21.1
FDO03,0,10.395
FDO03,1,
FDO03,2,
FDO03,3,10.395
FDO03,4,10.395
FDO03,5,10.395
FDO03,6,10.395
FDO03,7,10.395
FDO03,8,10.395
FDO04,0,16.6
FDO04,1,
FDO04,2,16.6
FDO04,3,16.6
FDO04,4,16.6
FDO04,5,16.6
FDO04,6,16.6
FDO04,7,16.6
FDO08,0,
FDO08,1,11.1
FDO08,2,11.1
FDO08,3,11.1
FDO08,4,11.1
FDO08,5,11.1
FDO08,6,
FDO08,7,11.1
FDO08,8,11.1
FDO08,9,11.1
FDO09,0,13.5
FDO09,1,13.5
FDO09,2,13.5
FDO09,3,
FDO09,4,
FDO09,5,13.5
FDO09,6,13.5
FDO09,7,13.5
FDO09,8,13.5
FDO09,9,13.5
FDO10,0,13.65
FDO10,1,13.65
FDO10,2,13.65
FDO10,3,13.65
FDO10,4,
FDO10,5,13.65
FDO10,6,
FDO10,7,13.65
FDO10,8,13.65
FDO10,9,13.65
FDO11,0,
FDO11,1,8.0
FDO11,2,8.0
FDO11,3,8.0
FDO11,4,8.0
FDO11,5,
FDO11,6,8.0
FDO11,7,8.0
FDO11,8,8.0
FDO11,9,8.0
FDO12,0,15.75
FDO12,1,15.75
FDO12,2,15.75
FDO12,3,15.75
FDO12,4,15.75
FDO12,5,15.75
FDO12,6,
FDO12,7,15.75
FDO13,0,7.865
FDO13,1,7.865
FDO13,2,7.865
FDO13,3,7.865
FDO13,4,
FDO13,5,
FDO13,6,7.865
FDO13,7,7.865
FDO13,8,7.865
FDO15,0,16.75
FDO15,1,
FDO15,2,16.75
FDO15,3,16.75
FDO15,4,
FDO15,5,16.75
FDO15,6,16.75
FDO15,7,16.75
FDO15,8,16.75
FDO15,9,16.75
FDO16,0,5.48
FDO16,1,5.48
FDO16,2,5.48
FDO16,3,5.48
FDO16,4,5.48
FDO16,5,5.48
FDO16,6,5.48
FDO16,7,
FDO16,8,5.48
FDO19,0,
FDO19,1,17.7
FDO19,2,17.7
FDO19,3,17.7
FDO19,4,17.7
FDO19,5,17.7
FDO19,6,17.7
FDO19,7,17.7
FDO19,8,17.7
FDO20,0,12.85
FDO20,1,12.85
FDO20,2,12.85
FDO20,3,12.85
FDO20,4,12.85
FDO20,5,12.85
FDO20,6,12.85
FDO20,7,12.85
FDO20,8,
FDO21,0,11.6
FDO21,1,11.6
FDO21,2,11.6
FDO21,3,11.6
FDO21,4,11.6
FDO21,5,
FDO21,6,
FDO21,7,11.6
FDO21,8,11.6
FDO22,0,13.5
FDO22,1,13.5
FDO22,2,13.5
FDO22,3,13.5
FDO22,4,13.5
FDO22,5,13.5
FDO22,6,13.5
FDO22,7,
FDO23,0,17.85
FDO23,1,17.85
FDO23,2,17.85
FDO23,3,
FDO23,4,17.85
FDO23,5,17.85
FDO23,6,
FDO23,7,17.85
FDO23,8,17.85
FDO24,0,11.1
FDO24,1,11.1
FDO24,2,11.1
FDO24,3,11.1
FDO24,4,
FDO24,5,11.1
FDO24,6,11.1
FDO24,7,11.1
FDO24,8,
FDO24,9,11.1
FDO25,0,
FDO25,1,6.3
FDO25,2,6.3
FDO25,3,6.3
FDO25,4,6.3
FDO25,5,6.3
FDO25,6,6.3
FDO25,7,6.3
FDO25,8,6.3
FDO27,0,6.175
FDO27,1,6.175
FDO27,2,6.175
FDO27,3,
FDO27,4,6.175
FDO27,5,6.175
FDO27,6,
FDO27,7,6.175
FDO27,8,6.175
FDO27,9,6.175
FDO28,0,5.765
FDO28,1,
FDO28,2,5.765
FDO28,3,5.765
FDO28,4,
FDO28,5,5.765
FDO28,6,5.765
FDO28,7,5.765
FDO28,8,5.765
FDO31,0,6.76
FDO31,1,
FDO31,2,6.76
FDO31,3,6.76
FDO31,4,6.76
FDO31,5,6.76
FDO31,6,6.76
FDO31,7,6.76
FDO31,8,
FDO31,9,6.76
FDO32,0,6.36
FDO32,1,
FDO32,2,6.36
FDO32,3,6.36
FDO32,4,6.36
FDO32,5,6.36
FDO32,6,6.36
FDO32,7,6.36
FDO32,8,6.36
FDO33,0,14.75
FDO33,1,14.75
FDO33,2,14.75
FDO33,3,
FDO33,4,14.75
FDO33,5,14.75
FDO33,6,14.75
FDO34,0,17.7
FDO34,1,17.7
FDO34,2,
FDO34,3,17.7
FDO34,4,17.7
FDO34,5,17.7
FDO34,6,17.7
FDO34,7,17.7
FDO34,8,17.7
FDO36,0,
FDO36,1,19.7
FDO36,2,19.7
FDO36,3,19.7
FDO36,4,
FDO36,5,19.7
FDO36,6,19.7
FDO36,7,19.7
FDO36,8,19.7
FDO36,9,19.7
FDO37,0,8.06
FDO37,1,8.06
FDO37,2,8.06
FDO37,3,8.06
FDO37,4,
FDO37,5,8.06
FDO37,6,8.06
FDO37,7,8.06
FDO37,8,8.06
FDO38,0,17.25
FDO38,1,17.25
FDO38,2,17.25
FDO38,3,17.25
FDO38,4,
FDO38,5,17.25
FDO38,6,17.25
FDO38,7,17.25
FDO38,8,17.25
FDO39,0,6.985
FDO39,1,6.985
FDO39,2,
FDO39,3,6.985
FDO39,4,6.985
FDO39,5,6.985
FDO39,6,6.985
FDO39,7,6.985
FDO39,8,
FDO40,0,17.1
FDO40,1,17.1
FDO40,2,17.1
FDO40,3,17.1
FDO40,4,17.1
FDO40,5,
FDO40,6,17.1
FDO40,7,17.1
FDO40,8,17.1
FDO44,0,
FDO44,1,12.6
FDO44,2,12.6
FDO44,3,12.6
FDO44,4,12.6
FDO44,5,12.6
FDO44,6,12.6
FDO44,7,12.6
FDO45,0,13.15
FDO45,1,13.15
FDO45,2,13.15
FDO45,3,
FDO45,4,13.15
FDO45,5,13.15
FDO45,6,13.15
FDO45,7,13.15
FDO45,8,13.15
FDO46,0,9.6
FDO46,1,9.6
FDO46,2,9.6
FDO46,3,9.6
FDO46,4,9.6
FDO46,5,
FDO46,6,9.6
FDO46,7,9.6
FDO46,8,9.6
FDO48,0,15.0
FDO48,1,15.0
FDO48,2,15.0
FDO48,3,15.0
FDO48,4,15.0
FDO48,5,
FDO48,6,15.0
FDO48,7,15.0
FDO48,8,15.0
FDO49,0,
FDO49,1,
FDO49,2,10.6
FDO49,3,10.6
FDO49,4,10.6
FDO49,5,10.6
FDO49,6,10.6
FDO49,7,10.6
FDO49,8,10.6
FDO50,0,16.25
FDO50,1,16.25
FDO50,2,
FDO50,3,16.25
FDO50,4,16.25
FDO50,5,16.25
FDO50,6,16.25
FDO50,7,16.25
FDO50,8,
FDO51,0,6.785
FDO51,1,
FDO51,2,6.785
FDO51,3,6.785
FDO51,4,6.785
FDO51,5,6.785
FDO51,6,6.785
FDO51,7,6.785
FDO51,8,6.785
FDO52,0,
FDO52,1,11.6
FDO52,2,11.6
FDO52,3,11.6
FDO52,4,11.6
FDO52,5,11.6
FDO52,6,11.6
FDO52,7,11.6
FDO56,0,10.195
FDO56,1,10.195
FDO56,2,
FDO56,3,10.195
FDO56,4,10.195
FDO56,5,10.195
FDO56,6,
FDO56,7,10.195
FDO56,8,10.195
FDO56,9,10.195
FDO57,0,20.75
FDO57,1,20.75
